Battle Tag,Total Points,Player Region,Points,Earned Summary
muzzy,79,Americas,6,Earned from placing 9 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
muzzy,79,Americas,10,Earned from placing 6 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This tournament
muzzy,79,Americas,8,Earned from placing 5 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
muzzy,79,Americas,4,Earned from placing 29 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament
muzzy,79,Americas,15,Earned from placing 1 in Coppa America 2 Tour Stop in Americas. This tournament was a HCT
muzzy,79,Americas,15,Earned from Legend Ranking 9 in Asia-Pacific from JUNE of 2018
muzzy,79,Americas,9,Earned from Legend Ranking 87 in Asia-Pacific from APRIL of 2018
muzzy,79,Americas,12,Earned from Legend Ranking 26 in Asia-Pacific from MAY of 2018
hunterace,75,Europe,15,Earned from placing 1 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
hunterace,75,Europe,15,Earned from placing 1 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
hunterace,75,Europe,15,Earned from Legend Ranking 4 in Americas from MAY of 2018
hunterace,75,Europe,15,Earned from Legend Ranking 24 in Europe from JUNE of 2018
hunterace,75,Europe,15,Earned from Legend Ranking 15 in Americas from APRIL of 2018
BoarControl,69,Europe,6,Earned from placing 9 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
BoarControl,69,Europe,6,Earned from placing 9 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament was
BoarControl,69,Europe,6,Earned from placing 27 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
BoarControl,69,Europe,12,Earned from placing 2 in Coppa America 2 Tour Stop in Americas. This tournament was a HCT
BoarControl,69,Europe,9,Earned from Legend Ranking 89 in Asia-Pacific from APRIL of 2018
BoarControl,69,Europe,15,Earned from Legend Ranking 18 in Europe from MAY of 2018
BoarControl,69,Europe,15,Earned from Legend Ranking 10 in Asia-Pacific from JUNE of 2018
Fenomeno,69,Europe,8,Earned from placing 8 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament was
Fenomeno,69,Europe,10,Earned from placing 3 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament was
Fenomeno,69,Europe,6,Earned from placing 11 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Fenomeno,69,Europe,15,Earned from Legend Ranking 19 in Europe from MAY of 2018
Fenomeno,69,Europe,15,Earned from Legend Ranking 18 in Asia-Pacific from JUNE of 2018
Fenomeno,69,Europe,15,Earned from Legend Ranking 15 in Europe from APRIL of 2018
Jarla,61,Europe,8,Earned from placing 7 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Jarla,61,Europe,7,Earned from placing 16 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
Jarla,61,Europe,15,Earned from Legend Ranking 3 in Americas from MAY of 2018
Jarla,61,Europe,15,Earned from Legend Ranking 24 in Asia-Pacific from APRIL of 2018
Jarla,61,Europe,16,Earned from Legend Ranking 1 in Europe from JUNE of 2018
Bunnyhoppor,60,Europe,30,Earned from placing 1 in 2018 Season 1 Seasonal Championship in Americas. This tournament
Bunnyhoppor,60,Europe,12,Earned from Legend Ranking 45 in Americas from MAY of 2018
Bunnyhoppor,60,Europe,12,Earned from Legend Ranking 40 in Europe from APRIL of 2018
Bunnyhoppor,60,Europe,6,Earned from Legend Ranking 173 in Americas from JUNE of 2018
ahqShaxy,58,Asia-Pacific,6,Earned from placing 16 in Coppa America 2 Tour Stop in Americas. This tournament was a HCT
ahqShaxy,58,Asia-Pacific,7,Earned from placing 14 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
ahqShaxy,58,Asia-Pacific,15,Earned from Legend Ranking 25 in Asia-Pacific from MAY of 2018
ahqShaxy,58,Asia-Pacific,15,Earned from Legend Ranking 21 in Asia-Pacific from APRIL of 2018
ahqShaxy,58,Asia-Pacific,15,Earned from Legend Ranking 20 in Asia-Pacific from JUNE of 2018
justsaiyan,57,Americas,10,Earned from placing 3 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
justsaiyan,57,Americas,10,Earned from placing 3 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
justsaiyan,57,Americas,4,Earned from placing 22 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
justsaiyan,57,Americas,6,Earned from placing 18 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This
justsaiyan,57,Americas,9,Earned from Legend Ranking 51 in Asia-Pacific from APRIL of 2018
justsaiyan,57,Americas,12,Earned from Legend Ranking 45 in Asia-Pacific from JUNE of 2018
justsaiyan,57,Americas,6,Earned from Legend Ranking 150 in Asia-Pacific from MAY of 2018
Twink,56,Europe,9,Earned from placing 7 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament was
Twink,56,Europe,8,Earned from placing 5 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Twink,56,Europe,9,Earned from Legend Ranking 63 in Europe from MAY of 2018
Twink,56,Europe,15,Earned from Legend Ranking 15 in Europe from JUNE of 2018
Twink,56,Europe,15,Earned from Legend Ranking 12 in Americas from APRIL of 2018
Zalae,55,Americas,8,Earned from placing 8 in Coppa America 2 Tour Stop in Americas. This tournament was a HCT
Zalae,55,Americas,12,Earned from placing 2 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament was
Zalae,55,Americas,6,Earned from placing 19 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This
Zalae,55,Americas,6,Earned from placing 13 in HCT Taipei 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
Zalae,55,Americas,2,Earned from Legend Ranking 504 in Americas from APRIL of 2018
Zalae,55,Americas,15,Earned from Legend Ranking 21 in Americas from JUNE of 2018
Zalae,55,Americas,6,Earned from Legend Ranking 107 in Asia-Pacific from MAY of 2018
Casie,54,Europe,6,Earned from placing 9 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
Casie,54,Europe,6,Earned from placing 9 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Casie,54,Europe,6,Earned from placing 28 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
Casie,54,Europe,6,Earned from placing 15 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Casie,54,Europe,9,Earned from Legend Ranking 64 in Europe from MAY of 2018
Casie,54,Europe,9,Earned from Legend Ranking 60 in Americas from JUNE of 2018
Casie,54,Europe,12,Earned from Legend Ranking 49 in Europe from APRIL of 2018
Glaser,52,Europe,6,Earned from placing 9 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
Glaser,52,Europe,4,Earned from placing 29 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Glaser,52,Europe,12,Earned from Legend Ranking 41 in Asia-Pacific from JUNE of 2018
Glaser,52,Europe,15,Earned from Legend Ranking 19 in Asia-Pacific from APRIL of 2018
Glaser,52,Europe,15,Earned from Legend Ranking 16 in Europe from MAY of 2018
Seiko,52,Europe,6,Earned from placing 9 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament was
Seiko,52,Europe,4,Earned from placing 19 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Seiko,52,Europe,12,Earned from Legend Ranking 30 in Europe from MAY of 2018
Seiko,52,Europe,15,Earned from Legend Ranking 21 in Asia-Pacific from JUNE of 2018
Seiko,52,Europe,15,Earned from Legend Ranking 12 in Europe from APRIL of 2018
Faeli,51,Europe,6,Earned from placing 9 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
Faeli,51,Europe,11,Earned from placing 5 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament was
Faeli,51,Europe,10,Earned from placing 3 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Faeli,51,Europe,9,Earned from Legend Ranking 93 in Europe from JUNE of 2018
Faeli,51,Europe,9,Earned from Legend Ranking 87 in Europe from APRIL of 2018
Faeli,51,Europe,6,Earned from Legend Ranking 101 in Americas from MAY of 2018
Cydonia,50,Americas,8,Earned from placing 5 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament was
Cydonia,50,Americas,15,Earned from Legend Ranking 8 in Americas from APRIL of 2018
Cydonia,50,Americas,12,Earned from Legend Ranking 39 in Asia-Pacific from JUNE of 2018
Cydonia,50,Americas,15,Earned from Legend Ranking 25 in Americas from MAY of 2018
PNC,48,Americas,9,Earned from placing 7 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This tournament
PNC,48,Americas,4,Earned from placing 32 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
PNC,48,Americas,4,Earned from placing 20 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
PNC,48,Americas,6,Earned from placing 15 in Coppa America 2 Tour Stop in Americas. This tournament was a HCT
PNC,48,Americas,9,Earned from Legend Ranking 73 in Americas from APRIL of 2018
PNC,48,Americas,12,Earned from Legend Ranking 38 in Asia-Pacific from MAY of 2018
PNC,48,Americas,4,Earned from Legend Ranking 250 in Americas from JUNE of 2018
Steelo,48,Asia-Pacific,10,Earned from placing 3 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
Steelo,48,Asia-Pacific,6,Earned from placing 23 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
Steelo,48,Asia-Pacific,12,Earned from Legend Ranking 46 in Asia-Pacific from JUNE of 2018
Steelo,48,Asia-Pacific,4,Earned from Legend Ranking 363 in Asia-Pacific from MAY of 2018
Steelo,48,Asia-Pacific,16,Earned from Legend Ranking 1 in Americas from APRIL of 2018
strikeright,48,Asia-Pacific,6,Earned from placing 28 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
strikeright,48,Asia-Pacific,15,Earned from Legend Ranking 5 in Asia-Pacific from APRIL of 2018
strikeright,48,Asia-Pacific,12,Earned from Legend Ranking 28 in Asia-Pacific from MAY of 2018
strikeright,48,Asia-Pacific,15,Earned from Legend Ranking 24 in Asia-Pacific from JUNE of 2018
kolmari,47,Europe,4,Earned from placing 26 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
kolmari,47,Europe,4,Earned from placing 17 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
kolmari,47,Europe,15,Earned from Legend Ranking 5 in Americas from APRIL of 2018
kolmari,47,Europe,12,Earned from Legend Ranking 47 in Asia-Pacific from JUNE of 2018
kolmari,47,Europe,12,Earned from Legend Ranking 35 in Asia-Pacific from MAY of 2018
Swidz,47,Europe,10,Earned from placing 3 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
Swidz,47,Europe,7,Earned from placing 10 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
Swidz,47,Europe,9,Earned from Legend Ranking 61 in Europe from APRIL of 2018
Swidz,47,Europe,15,Earned from Legend Ranking 24 in Americas from JUNE of 2018
Swidz,47,Europe,6,Earned from Legend Ranking 127 in Europe from MAY of 2018
Amnesiac,46,Americas,15,Earned from placing 1 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament was
Amnesiac,46,Americas,15,Earned from Legend Ranking 22 in Americas from JUNE of 2018
Amnesiac,46,Americas,1,Earned from Legend Ranking 1983 in Americas from MAY of 2018
Amnesiac,46,Americas,15,Earned from Legend Ranking 19 in Americas from APRIL of 2018
Rase,46,Americas,6,Earned from placing 13 in Coppa America 2 Tour Stop in Americas. This tournament was a HCT
Rase,46,Americas,10,Earned from placing 13 in 2018 Season 1 Seasonal Championship in Americas. This tournament
Rase,46,Americas,9,Earned from Legend Ranking 69 in Americas from JUNE of 2018
Rase,46,Americas,9,Earned from Legend Ranking 68 in Americas from APRIL of 2018
Rase,46,Americas,12,Earned from Legend Ranking 31 in Americas from MAY of 2018
aqua,45,Asia-Pacific,6,Earned from placing 20 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
aqua,45,Asia-Pacific,12,Earned from Legend Ranking 50 in Asia-Pacific from JUNE of 2018
aqua,45,Asia-Pacific,12,Earned from Legend Ranking 44 in Americas from MAY of 2018
aqua,45,Asia-Pacific,15,Earned from Legend Ranking 21 in Americas from APRIL of 2018
Hi3,45,Asia-Pacific,15,Earned from Legend Ranking 7 in Asia-Pacific from JUNE of 2018
Hi3,45,Asia-Pacific,15,Earned from Legend Ranking 2 in Asia-Pacific from MAY of 2018
Hi3,45,Asia-Pacific,15,Earned from Legend Ranking 12 in Asia-Pacific from APRIL of 2018
Jengo,45,Europe,15,Earned from Legend Ranking 6 in Europe from APRIL of 2018
Jengo,45,Europe,15,Earned from Legend Ranking 23 in Europe from MAY of 2018
Jengo,45,Europe,15,Earned from Legend Ranking 13 in Europe from JUNE of 2018
Meati,45,Europe,15,Earned from Legend Ranking 9 in Europe from APRIL of 2018
Meati,45,Europe,15,Earned from Legend Ranking 6 in Americas from JUNE of 2018
Meati,45,Europe,15,Earned from Legend Ranking 14 in Europe from MAY of 2018
Monsanto,45,Americas,15,Earned from Legend Ranking 9 in Americas from JUNE of 2018
Monsanto,45,Americas,15,Earned from Legend Ranking 8 in Americas from MAY of 2018
Monsanto,45,Americas,15,Earned from Legend Ranking 3 in Americas from APRIL of 2018
pokrovac,45,Europe,15,Earned from Legend Ranking 2 in Americas from MAY of 2018
pokrovac,45,Europe,15,Earned from Legend Ranking 19 in Americas from JUNE of 2018
pokrovac,45,Europe,15,Earned from Legend Ranking 10 in Americas from APRIL of 2018
承泰不要,44,Asia-Pacific,10,Earned from placing 10 in 2018 Season 1 Seasonal Championship in Americas. This tournament
承泰不要,44,Asia-Pacific,15,Earned from Legend Ranking 9 in Americas from MAY of 2018
承泰不要,44,Asia-Pacific,4,Earned from Legend Ranking 398 in Asia-Pacific from JUNE of 2018
承泰不要,44,Asia-Pacific,15,Earned from Legend Ranking 17 in Americas from APRIL of 2018
Nalguidan,44,Americas,15,Earned from placing 7 in 2018 Season 1 Seasonal Championship in Americas. This tournament
Nalguidan,44,Americas,10,Earned from placing 4 in Coppa America 2 Tour Stop in Americas. This tournament was a HCT
Nalguidan,44,Americas,9,Earned from Legend Ranking 87 in Americas from APRIL of 2018
Nalguidan,44,Americas,9,Earned from Legend Ranking 73 in Asia-Pacific from MAY of 2018
Nalguidan,44,Americas,1,Earned from Legend Ranking 1588 in Americas from JUNE of 2018
ETC,43,Americas,7,Earned from placing 10 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This
ETC,43,Americas,15,Earned from Legend Ranking 6 in Asia-Pacific from APRIL of 2018
ETC,43,Americas,15,Earned from Legend Ranking 5 in Americas from MAY of 2018
ETC,43,Americas,6,Earned from Legend Ranking 193 in Americas from JUNE of 2018
Kufdon,43,Europe,4,Earned from placing 20 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
Kufdon,43,Europe,12,Earned from Legend Ranking 48 in Europe from JUNE of 2018
Kufdon,43,Europe,12,Earned from Legend Ranking 35 in Americas from MAY of 2018
Kufdon,43,Europe,15,Earned from Legend Ranking 19 in Europe from APRIL of 2018
RastaFish,43,Europe,4,Earned from placing 26 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
RastaFish,43,Europe,15,Earned from Legend Ranking 8 in Europe from APRIL of 2018
RastaFish,43,Europe,12,Earned from Legend Ranking 45 in Europe from MAY of 2018
RastaFish,43,Europe,12,Earned from Legend Ranking 43 in Europe from JUNE of 2018
sipiwi94,43,Europe,4,Earned from placing 30 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
sipiwi94,43,Europe,9,Earned from Legend Ranking 91 in Europe from APRIL of 2018
sipiwi94,43,Europe,15,Earned from Legend Ranking 8 in Europe from MAY of 2018
sipiwi94,43,Europe,15,Earned from Legend Ranking 20 in Europe from JUNE of 2018
Tyler,43,Asia-Pacific,4,Earned from placing 18 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Tyler,43,Asia-Pacific,15,Earned from Legend Ranking 9 in Asia-Pacific from MAY of 2018
Tyler,43,Asia-Pacific,12,Earned from Legend Ranking 46 in Asia-Pacific from APRIL of 2018
Tyler,43,Asia-Pacific,12,Earned from Legend Ranking 32 in Americas from JUNE of 2018
Viper,43,Europe,20,Earned from placing 4 in 2018 Season 1 Seasonal Championship in Americas. This tournament
Viper,43,Europe,4,Earned from placing 28 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Viper,43,Europe,9,Earned from Legend Ranking 86 in Europe from JUNE of 2018
Viper,43,Europe,4,Earned from Legend Ranking 290 in Europe from APRIL of 2018
Viper,43,Europe,6,Earned from Legend Ranking 101 in Europe from MAY of 2018
xBlyzes,43,Europe,10,Earned from placing 3 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
xBlyzes,43,Europe,12,Earned from Legend Ranking 43 in Europe from APRIL of 2018
xBlyzes,43,Europe,15,Earned from Legend Ranking 23 in Americas from JUNE of 2018
xBlyzes,43,Europe,6,Earned from Legend Ranking 183 in Europe from MAY of 2018
Zyrios,43,Europe,4,Earned from placing 25 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Zyrios,43,Europe,15,Earned from Legend Ranking 8 in Americas from JUNE of 2018
Zyrios,43,Europe,12,Earned from Legend Ranking 50 in Europe from APRIL of 2018
Zyrios,43,Europe,12,Earned from Legend Ranking 40 in Americas from MAY of 2018
A83650,42,Europe,25,Earned from placing 2 in 2018 Season 1 Seasonal Championship in Americas. This tournament
A83650,42,Europe,4,Earned from Legend Ranking 359 in Europe from MAY of 2018
A83650,42,Europe,12,Earned from Legend Ranking 32 in Americas from APRIL of 2018
A83650,42,Europe,1,Earned from Legend Ranking 1158 in Americas from JUNE of 2018
DacRyvius,42,Asia-Pacific,12,Earned from Legend Ranking 31 in Asia-Pacific from MAY of 2018
DacRyvius,42,Asia-Pacific,15,Earned from Legend Ranking 14 in Americas from JUNE of 2018
DacRyvius,42,Asia-Pacific,15,Earned from Legend Ranking 13 in Asia-Pacific from APRIL of 2018
물리왕,42,Asia-Pacific,6,Earned from placing 24 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
물리왕,42,Asia-Pacific,15,Earned from Legend Ranking 7 in Asia-Pacific from MAY of 2018
물리왕,42,Asia-Pacific,15,Earned from Legend Ranking 4 in Asia-Pacific from APRIL of 2018
물리왕,42,Asia-Pacific,6,Earned from Legend Ranking 108 in Americas from JUNE of 2018
GeneraL,42,Europe,15,Earned from Legend Ranking 4 in Asia-Pacific from MAY of 2018
GeneraL,42,Europe,12,Earned from Legend Ranking 32 in Asia-Pacific from JUNE of 2018
GeneraL,42,Europe,15,Earned from Legend Ranking 17 in Asia-Pacific from APRIL of 2018
killinallday,42,Americas,20,Earned from placing 3 in 2018 Season 1 Seasonal Championship in Americas. This tournament
killinallday,42,Americas,4,Earned from placing 27 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament
killinallday,42,Americas,4,Earned from placing 23 in Coppa America 2 Tour Stop in Americas. This tournament was a HCT
killinallday,42,Americas,9,Earned from Legend Ranking 57 in Americas from APRIL of 2018
killinallday,42,Americas,1,Earned from Legend Ranking 3867 in Americas from JUNE of 2018
killinallday,42,Americas,4,Earned from Legend Ranking 347 in Americas from MAY of 2018
Kolento,42,Europe,6,Earned from placing 18 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
Kolento,42,Europe,15,Earned from Legend Ranking 7 in Europe from JUNE of 2018
Kolento,42,Europe,15,Earned from Legend Ranking 2 in Americas from APRIL of 2018
Kolento,42,Europe,6,Earned from Legend Ranking 189 in Europe from MAY of 2018
Moyen,42,Europe,12,Earned from Legend Ranking 39 in Europe from JUNE of 2018
Moyen,42,Europe,15,Earned from Legend Ranking 17 in Europe from APRIL of 2018
Moyen,42,Europe,15,Earned from Legend Ranking 15 in Europe from MAY of 2018
Tredsred,42,Asia-Pacific,8,Earned from placing 5 in HCT Taipei 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
Tredsred,42,Asia-Pacific,4,Earned from placing 23 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
Tredsred,42,Asia-Pacific,12,Earned from Legend Ranking 49 in Asia-Pacific from APRIL of 2018
Tredsred,42,Asia-Pacific,12,Earned from Legend Ranking 30 in Asia-Pacific from JUNE of 2018
Tredsred,42,Asia-Pacific,6,Earned from Legend Ranking 168 in Asia-Pacific from MAY of 2018
Turna,41,Europe,15,Earned from placing 8 in 2018 Season 1 Seasonal Championship in Americas. This tournament
Turna,41,Europe,4,Earned from placing 23 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Turna,41,Europe,9,Earned from Legend Ranking 66 in Europe from MAY of 2018
Turna,41,Europe,12,Earned from Legend Ranking 36 in Europe from APRIL of 2018
Turna,41,Europe,1,Earned from Legend Ranking 2327 in Europe from JUNE of 2018
XiaoDai,41,Asia-Pacific,11,Earned from placing 5 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
XiaoDai,41,Asia-Pacific,9,Earned from Legend Ranking 76 in Asia-Pacific from JUNE of 2018
XiaoDai,41,Asia-Pacific,9,Earned from Legend Ranking 70 in Asia-Pacific from MAY of 2018
XiaoDai,41,Asia-Pacific,12,Earned from Legend Ranking 36 in Asia-Pacific from APRIL of 2018
AKAWonder,40,Europe,8,Earned from placing 5 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
AKAWonder,40,Europe,8,Earned from placing 5 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
AKAWonder,40,Europe,12,Earned from Legend Ranking 29 in Europe from APRIL of 2018
AKAWonder,40,Europe,6,Earned from Legend Ranking 177 in Americas from MAY of 2018
AKAWonder,40,Europe,6,Earned from Legend Ranking 121 in Europe from JUNE of 2018
katsucurry,40,Asia-Pacific,8,Earned from placing 5 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
katsucurry,40,Asia-Pacific,10,Earned from placing 3 in HCT Taipei 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
katsucurry,40,Asia-Pacific,9,Earned from Legend Ranking 65 in Asia-Pacific from JUNE of 2018
katsucurry,40,Asia-Pacific,9,Earned from Legend Ranking 65 in Americas from MAY of 2018
katsucurry,40,Asia-Pacific,4,Earned from Legend Ranking 466 in Americas from APRIL of 2018
MM78,40,Europe,7,Earned from placing 13 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
MM78,40,Europe,15,Earned from Legend Ranking 7 in Europe from MAY of 2018
MM78,40,Europe,12,Earned from Legend Ranking 35 in Europe from JUNE of 2018
MM78,40,Europe,6,Earned from Legend Ranking 140 in Asia-Pacific from APRIL of 2018
Sintolol,40,Europe,6,Earned from placing 31 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
Sintolol,40,Europe,4,Earned from placing 22 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
Sintolol,40,Europe,9,Earned from Legend Ranking 82 in Asia-Pacific from JUNE of 2018
Sintolol,40,Europe,9,Earned from Legend Ranking 71 in Asia-Pacific from MAY of 2018
Sintolol,40,Europe,12,Earned from Legend Ranking 26 in Americas from APRIL of 2018
Surrender,40,Asia-Pacific,7,Earned from placing 10 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
Surrender,40,Asia-Pacific,12,Earned from Legend Ranking 38 in Asia-Pacific from JUNE of 2018
Surrender,40,Asia-Pacific,15,Earned from Legend Ranking 25 in Asia-Pacific from APRIL of 2018
Surrender,40,Asia-Pacific,6,Earned from Legend Ranking 108 in Asia-Pacific from MAY of 2018
ThijsNL,40,Europe,7,Earned from placing 15 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
ThijsNL,40,Europe,9,Earned from Legend Ranking 79 in Europe from JUNE of 2018
ThijsNL,40,Europe,9,Earned from Legend Ranking 52 in Asia-Pacific from APRIL of 2018
ThijsNL,40,Europe,15,Earned from Legend Ranking 23 in Asia-Pacific from MAY of 2018
マイマイ,39,Asia-Pacific,9,Earned from Legend Ranking 72 in Asia-Pacific from JUNE of 2018
マイマイ,39,Asia-Pacific,15,Earned from Legend Ranking 20 in Asia-Pacific from APRIL of 2018
マイマイ,39,Asia-Pacific,15,Earned from Legend Ranking 18 in Asia-Pacific from MAY of 2018
Apxvoid,39,Americas,4,Earned from placing 19 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament
Apxvoid,39,Americas,7,Earned from placing 11 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This
Apxvoid,39,Americas,9,Earned from Legend Ranking 54 in Americas from JUNE of 2018
Apxvoid,39,Americas,4,Earned from Legend Ranking 331 in Asia-Pacific from MAY of 2018
Apxvoid,39,Americas,15,Earned from Legend Ranking 3 in Asia-Pacific from APRIL of 2018
Babon,39,Europe,6,Earned from placing 26 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
Babon,39,Europe,12,Earned from Legend Ranking 47 in Europe from JUNE of 2018
Babon,39,Europe,15,Earned from Legend Ranking 2 in Europe from APRIL of 2018
Babon,39,Europe,6,Earned from Legend Ranking 155 in Europe from MAY of 2018
Bozzzton,39,Europe,12,Earned from Legend Ranking 50 in Europe from MAY of 2018
Bozzzton,39,Europe,12,Earned from Legend Ranking 47 in Americas from APRIL of 2018
Bozzzton,39,Europe,15,Earned from Legend Ranking 17 in Europe from JUNE of 2018
Fibonacci,39,Americas,11,Earned from placing 5 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This tournament
Fibonacci,39,Americas,1,Earned from Legend Ranking 5253 in Americas from APRIL of 2018
Fibonacci,39,Americas,12,Earned from Legend Ranking 36 in Americas from MAY of 2018
Fibonacci,39,Americas,15,Earned from Legend Ranking 12 in Americas from JUNE of 2018
INER,39,Europe,12,Earned from Legend Ranking 46 in Americas from MAY of 2018
INER,39,Europe,12,Earned from Legend Ranking 39 in Americas from APRIL of 2018
INER,39,Europe,15,Earned from Legend Ranking 16 in Americas from JUNE of 2018
Savvat,39,Europe,10,Earned from placing 4 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Savvat,39,Europe,2,Earned from Legend Ranking 955 in Europe from JUNE of 2018
Savvat,39,Europe,12,Earned from Legend Ranking 27 in Americas from MAY of 2018
Savvat,39,Europe,15,Earned from Legend Ranking 20 in Europe from APRIL of 2018
ThunderUP,39,Europe,9,Earned from Legend Ranking 70 in Europe from JUNE of 2018
ThunderUP,39,Europe,15,Earned from Legend Ranking 7 in Europe from APRIL of 2018
ThunderUP,39,Europe,15,Earned from Legend Ranking 13 in Europe from MAY of 2018
TIZS,39,Asia-Pacific,12,Earned from Legend Ranking 42 in Asia-Pacific from JUNE of 2018
TIZS,39,Asia-Pacific,12,Earned from Legend Ranking 42 in Asia-Pacific from APRIL of 2018
TIZS,39,Asia-Pacific,15,Earned from Legend Ranking 22 in Asia-Pacific from MAY of 2018
Tomas,39,Europe,6,Earned from placing 16 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Tomas,39,Europe,9,Earned from Legend Ranking 68 in Europe from MAY of 2018
Tomas,39,Europe,9,Earned from Legend Ranking 63 in Europe from APRIL of 2018
Tomas,39,Europe,15,Earned from Legend Ranking 25 in Americas from JUNE of 2018
Zyx,39,Asia-Pacific,6,Earned from placing 19 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
Zyx,39,Asia-Pacific,9,Earned from Legend Ranking 53 in Americas from MAY of 2018
Zyx,39,Asia-Pacific,12,Earned from Legend Ranking 31 in Asia-Pacific from APRIL of 2018
