Battle Tag,Total Points,Player Region,Points,Earned Summary
DrazKieL,4,Americas,4,Earned from Legend Ranking 459 in Americas from APRIL of 2018
Dreamcatcher,4,Europe,1,Earned from Legend Ranking 9349 in Europe from JUNE of 2018
Dreamcatcher,4,Europe,2,Earned from Legend Ranking 844 in Europe from APRIL of 2018
Dreamcatcher,4,Europe,1,Earned from Legend Ranking 1880 in Europe from MAY of 2018
Dreamer,4,Europe,2,Earned from Legend Ranking 867 in Europe from JUNE of 2018
Dreamer,4,Europe,1,Earned from Legend Ranking 7091 in Europe from MAY of 2018
Dreamer,4,Europe,2,Earned from Legend Ranking 618 in Europe from APRIL of 2018
Dreamer,4,Europe,1,Earned from Legend Ranking 5890 in Europe from JUNE of 2018
Dreamer,4,Europe,1,Earned from Legend Ranking 3458 in Europe from APRIL of 2018
Dreamer,4,Europe,1,Earned from Legend Ranking 1857 in Europe from MAY of 2018
Dreamlyul,4,Asia-Pacific,2,Earned from Legend Ranking 925 in Asia-Pacific from JUNE of 2018
Dreamlyul,4,Asia-Pacific,1,Earned from Legend Ranking 8642 in Asia-Pacific from MAY of 2018
Dreamlyul,4,Asia-Pacific,1,Earned from Legend Ranking 6218 in Asia-Pacific from APRIL of 2018
Dreammemory,4,Americas,4,Earned from Legend Ranking 469 in Americas from JUNE of 2018
DRONE,4,Europe,2,Earned from Legend Ranking 532 in Europe from JUNE of 2018
DRONE,4,Europe,1,Earned from Legend Ranking 5000 in Europe from APRIL of 2018
DRONE,4,Europe,1,Earned from Legend Ranking 14103 in Europe from MAY of 2018
DrunkeN,4,Europe,2,Earned from Legend Ranking 712 in Europe from APRIL of 2018
DrunkeN,4,Europe,1,Earned from Legend Ranking 4854 in Europe from JUNE of 2018
DrunkeN,4,Europe,1,Earned from Legend Ranking 1829 in Europe from MAY of 2018
Drusskov,4,Europe,2,Earned from Legend Ranking 828 in Europe from JUNE of 2018
Drusskov,4,Europe,1,Earned from Legend Ranking 4946 in Europe from APRIL of 2018
Drusskov,4,Europe,1,Earned from Legend Ranking 18986 in Europe from MAY of 2018
dschmitt,4,Americas,2,Earned from Legend Ranking 899 in Americas from APRIL of 2018
dschmitt,4,Americas,1,Earned from Legend Ranking 4370 in Americas from MAY of 2018
dschmitt,4,Americas,1,Earned from Legend Ranking 1022 in Americas from JUNE of 2018
Duga,4,Asia-Pacific,2,Earned from Legend Ranking 887 in Asia-Pacific from APRIL of 2018
Duga,4,Asia-Pacific,1,Earned from Legend Ranking 1381 in Asia-Pacific from JUNE of 2018
Duga,4,Asia-Pacific,1,Earned from Legend Ranking 1253 in Asia-Pacific from MAY of 2018
Dum,4,Americas,2,Earned from Legend Ranking 808 in Americas from MAY of 2018
Dum,4,Americas,1,Earned from Legend Ranking 5901 in Americas from APRIL of 2018
Dum,4,Americas,1,Earned from Legend Ranking 5443 in Americas from JUNE of 2018
Duncan,4,Europe,2,Earned from Legend Ranking 883 in Europe from APRIL of 2018
Duncan,4,Europe,1,Earned from Legend Ranking 16571 in Europe from MAY of 2018
Duncan,4,Europe,1,Earned from Legend Ranking 1008 in Europe from JUNE of 2018
DungII,4,Asia-Pacific,2,Earned from Legend Ranking 844 in Asia-Pacific from JUNE of 2018
DungII,4,Asia-Pacific,1,Earned from Legend Ranking 1827 in Asia-Pacific from MAY of 2018
DungII,4,Asia-Pacific,1,Earned from Legend Ranking 14092 in Asia-Pacific from APRIL of 2018
DvineWrath,4,Asia-Pacific,1,Earned from Legend Ranking 7947 in Asia-Pacific from APRIL of 2018
DvineWrath,4,Asia-Pacific,2,Earned from Legend Ranking 783 in Asia-Pacific from JUNE of 2018
DvineWrath,4,Asia-Pacific,1,Earned from Legend Ranking 6744 in Asia-Pacific from MAY of 2018
Пингвинчик,4,Europe,4,Earned from Legend Ranking 463 in Europe from JUNE of 2018
Па2,4,Europe,1,Earned from Legend Ranking 9963 in Europe from MAY of 2018
Па2,4,Europe,1,Earned from Legend Ranking 7852 in Europe from APRIL of 2018
Па2,4,Europe,2,Earned from Legend Ranking 742 in Europe from JUNE of 2018
DyRexus,4,Europe,2,Earned from Legend Ranking 995 in Europe from JUNE of 2018
DyRexus,4,Europe,1,Earned from Legend Ranking 19034 in Europe from MAY of 2018
DyRexus,4,Europe,1,Earned from Legend Ranking 13681 in Europe from APRIL of 2018
Dziomek,4,Europe,2,Earned from Legend Ranking 809 in Europe from JUNE of 2018
Dziomek,4,Europe,1,Earned from Legend Ranking 19748 in Europe from APRIL of 2018
Dziomek,4,Europe,1,Earned from Legend Ranking 14179 in Europe from MAY of 2018
Александр,4,Europe,2,Earned from Legend Ranking 731 in Europe from JUNE of 2018
Александр,4,Europe,1,Earned from Legend Ranking 25669 in Europe from APRIL of 2018
Александр,4,Europe,1,Earned from Legend Ranking 13924 in Europe from MAY of 2018
레오,4,Asia-Pacific,2,Earned from Legend Ranking 944 in Asia-Pacific from MAY of 2018
레오,4,Asia-Pacific,1,Earned from Legend Ranking 6665 in Asia-Pacific from APRIL of 2018
레오,4,Asia-Pacific,1,Earned from Legend Ranking 6501 in Asia-Pacific from JUNE of 2018
迷你忍者,4,Asia-Pacific,4,Earned from Legend Ranking 264 in Asia-Pacific from JUNE of 2018
그림자폭풍,4,Asia-Pacific,2,Earned from Legend Ranking 913 in Asia-Pacific from APRIL of 2018
그림자폭풍,4,Asia-Pacific,2,Earned from Legend Ranking 662 in Asia-Pacific from MAY of 2018
나노봇,4,Asia-Pacific,2,Earned from Legend Ranking 525 in Asia-Pacific from JUNE of 2018
나노봇,4,Asia-Pacific,1,Earned from Legend Ranking 12404 in Asia-Pacific from MAY of 2018
나노봇,4,Asia-Pacific,1,Earned from Legend Ranking 1124 in Asia-Pacific from APRIL of 2018
나만운없어진짜,4,Asia-Pacific,2,Earned from Legend Ranking 816 in Asia-Pacific from MAY of 2018
나만운없어진짜,4,Asia-Pacific,1,Earned from Legend Ranking 6749 in Asia-Pacific from JUNE of 2018
나만운없어진짜,4,Asia-Pacific,1,Earned from Legend Ranking 3862 in Asia-Pacific from APRIL of 2018
나가사끼짬뽕,4,Asia-Pacific,2,Earned from Legend Ranking 811 in Asia-Pacific from JUNE of 2018
나가사끼짬뽕,4,Asia-Pacific,1,Earned from Legend Ranking 7092 in Asia-Pacific from MAY of 2018
나가사끼짬뽕,4,Asia-Pacific,1,Earned from Legend Ranking 1199 in Asia-Pacific from APRIL of 2018
나연,4,Asia-Pacific,2,Earned from Legend Ranking 700 in Asia-Pacific from APRIL of 2018
나연,4,Asia-Pacific,1,Earned from Legend Ranking 2722 in Asia-Pacific from JUNE of 2018
나연,4,Asia-Pacific,1,Earned from Legend Ranking 1274 in Asia-Pacific from MAY of 2018
那誰,4,Europe,2,Earned from Legend Ranking 852 in Europe from JUNE of 2018
那誰,4,Europe,1,Earned from Legend Ranking 14082 in Europe from APRIL of 2018
那誰,4,Europe,1,Earned from Legend Ranking 1046 in Europe from MAY of 2018
단재,4,Asia-Pacific,2,Earned from Legend Ranking 867 in Asia-Pacific from MAY of 2018
단재,4,Asia-Pacific,1,Earned from Legend Ranking 5768 in Asia-Pacific from JUNE of 2018
단재,4,Asia-Pacific,1,Earned from Legend Ranking 1210 in Asia-Pacific from APRIL of 2018
달빛조각사,4,Asia-Pacific,1,Earned from Legend Ranking 6653 in Asia-Pacific from APRIL of 2018
달빛조각사,4,Asia-Pacific,2,Earned from Legend Ranking 617 in Asia-Pacific from MAY of 2018
달빛조각사,4,Asia-Pacific,1,Earned from Legend Ranking 4844 in Asia-Pacific from JUNE of 2018
苦艾酒,4,Asia-Pacific,2,Earned from Legend Ranking 943 in Asia-Pacific from JUNE of 2018
苦艾酒,4,Asia-Pacific,1,Earned from Legend Ranking 7354 in Asia-Pacific from MAY of 2018
苦艾酒,4,Asia-Pacific,1,Earned from Legend Ranking 2427 in Asia-Pacific from APRIL of 2018
다이김,4,Asia-Pacific,1,Earned from Legend Ranking 8503 in Asia-Pacific from MAY of 2018
다이김,4,Asia-Pacific,2,Earned from Legend Ranking 759 in Asia-Pacific from JUNE of 2018
다이김,4,Asia-Pacific,1,Earned from Legend Ranking 2301 in Asia-Pacific from APRIL of 2018
魔法束褲,4,Asia-Pacific,1,Earned from Legend Ranking 7516 in Asia-Pacific from JUNE of 2018
魔法束褲,4,Asia-Pacific,2,Earned from Legend Ranking 555 in Asia-Pacific from APRIL of 2018
魔法束褲,4,Asia-Pacific,1,Earned from Legend Ranking 3725 in Asia-Pacific from MAY of 2018
魔法地精,4,Asia-Pacific,2,Earned from Legend Ranking 707 in Asia-Pacific from APRIL of 2018
魔法地精,4,Asia-Pacific,1,Earned from Legend Ranking 5301 in Asia-Pacific from MAY of 2018
魔法地精,4,Asia-Pacific,1,Earned from Legend Ranking 2125 in Asia-Pacific from JUNE of 2018
蔚藍的未來,4,Asia-Pacific,1,Earned from Legend Ranking 5683 in Asia-Pacific from JUNE of 2018
蔚藍的未來,4,Asia-Pacific,2,Earned from Legend Ranking 555 in Asia-Pacific from MAY of 2018
蔚藍的未來,4,Asia-Pacific,1,Earned from Legend Ranking 1058 in Asia-Pacific from APRIL of 2018
請叫我王小明,4,Asia-Pacific,2,Earned from Legend Ranking 993 in Asia-Pacific from APRIL of 2018
請叫我王小明,4,Asia-Pacific,1,Earned from Legend Ranking 2511 in Asia-Pacific from JUNE of 2018
請叫我王小明,4,Asia-Pacific,1,Earned from Legend Ranking 1828 in Asia-Pacific from MAY of 2018
맛있는감자깡,4,Asia-Pacific,2,Earned from Legend Ranking 801 in Asia-Pacific from APRIL of 2018
맛있는감자깡,4,Asia-Pacific,1,Earned from Legend Ranking 3417 in Asia-Pacific from JUNE of 2018
맛있는감자깡,4,Asia-Pacific,1,Earned from Legend Ranking 3022 in Asia-Pacific from MAY of 2018
마린,4,Asia-Pacific,2,Earned from Legend Ranking 881 in Asia-Pacific from APRIL of 2018
마린,4,Asia-Pacific,1,Earned from Legend Ranking 7745 in Asia-Pacific from JUNE of 2018
마린,4,Asia-Pacific,1,Earned from Legend Ranking 6722 in Asia-Pacific from MAY of 2018
마르라라,4,Asia-Pacific,4,Earned from Legend Ranking 261 in Asia-Pacific from APRIL of 2018
마법사,4,Asia-Pacific,2,Earned from Legend Ranking 677 in Asia-Pacific from MAY of 2018
마법사,4,Asia-Pacific,1,Earned from Legend Ranking 5569 in Asia-Pacific from JUNE of 2018
마법사,4,Asia-Pacific,1,Earned from Legend Ranking 12175 in Asia-Pacific from APRIL of 2018
超級比利狗,4,Asia-Pacific,4,Earned from Legend Ranking 427 in Asia-Pacific from APRIL of 2018
超級魚人,4,Asia-Pacific,2,Earned from Legend Ranking 767 in Asia-Pacific from JUNE of 2018
超級魚人,4,Asia-Pacific,1,Earned from Legend Ranking 5976 in Asia-Pacific from APRIL of 2018
超級魚人,4,Asia-Pacific,1,Earned from Legend Ranking 1738 in Asia-Pacific from MAY of 2018
뉴클리어,4,Asia-Pacific,2,Earned from Legend Ranking 886 in Asia-Pacific from JUNE of 2018
뉴클리어,4,Asia-Pacific,1,Earned from Legend Ranking 2401 in Asia-Pacific from APRIL of 2018
뉴클리어,4,Asia-Pacific,1,Earned from Legend Ranking 1164 in Asia-Pacific from MAY of 2018
阿杰,4,Asia-Pacific,2,Earned from Legend Ranking 855 in Asia-Pacific from JUNE of 2018
阿杰,4,Asia-Pacific,1,Earned from Legend Ranking 6143 in Asia-Pacific from MAY of 2018
阿杰,4,Asia-Pacific,1,Earned from Legend Ranking 3513 in Asia-Pacific from APRIL of 2018
騎師王莫雷拉,4,Asia-Pacific,2,Earned from Legend Ranking 629 in Asia-Pacific from JUNE of 2018
騎師王莫雷拉,4,Asia-Pacific,1,Earned from Legend Ranking 5423 in Asia-Pacific from MAY of 2018
騎師王莫雷拉,4,Asia-Pacific,1,Earned from Legend Ranking 2787 in Asia-Pacific from APRIL of 2018
기중,4,Asia-Pacific,2,Earned from Legend Ranking 808 in Asia-Pacific from MAY of 2018
기중,4,Asia-Pacific,2,Earned from Legend Ranking 509 in Asia-Pacific from APRIL of 2018
航向了髮際線,4,Asia-Pacific,2,Earned from Legend Ranking 528 in Asia-Pacific from APRIL of 2018
航向了髮際線,4,Asia-Pacific,1,Earned from Legend Ranking 2020 in Asia-Pacific from MAY of 2018
航向了髮際線,4,Asia-Pacific,1,Earned from Legend Ranking 1590 in Asia-Pacific from JUNE of 2018
갓크롬,4,Asia-Pacific,2,Earned from Legend Ranking 714 in Asia-Pacific from JUNE of 2018
갓크롬,4,Asia-Pacific,2,Earned from Legend Ranking 594 in Asia-Pacific from MAY of 2018
바루스,4,Asia-Pacific,1,Earned from Legend Ranking 7508 in Asia-Pacific from JUNE of 2018
바루스,4,Asia-Pacific,2,Earned from Legend Ranking 507 in Asia-Pacific from MAY of 2018
바루스,4,Asia-Pacific,1,Earned from Legend Ranking 11020 in Asia-Pacific from APRIL of 2018
강재,4,Asia-Pacific,2,Earned from Legend Ranking 757 in Asia-Pacific from MAY of 2018
강재,4,Asia-Pacific,1,Earned from Legend Ranking 3670 in Asia-Pacific from JUNE of 2018
강재,4,Asia-Pacific,1,Earned from Legend Ranking 2319 in Asia-Pacific from APRIL of 2018
갸갸,4,Asia-Pacific,2,Earned from Legend Ranking 556 in Asia-Pacific from APRIL of 2018
갸갸,4,Asia-Pacific,1,Earned from Legend Ranking 2167 in Asia-Pacific from JUNE of 2018
갸갸,4,Asia-Pacific,1,Earned from Legend Ranking 11345 in Asia-Pacific from MAY of 2018
갈라드리엘,4,Asia-Pacific,2,Earned from Legend Ranking 952 in Asia-Pacific from JUNE of 2018
갈라드리엘,4,Asia-Pacific,1,Earned from Legend Ranking 2919 in Asia-Pacific from MAY of 2018
갈라드리엘,4,Asia-Pacific,1,Earned from Legend Ranking 2379 in Asia-Pacific from APRIL of 2018
가라사대,4,Asia-Pacific,2,Earned from Legend Ranking 840 in Asia-Pacific from MAY of 2018
가라사대,4,Asia-Pacific,1,Earned from Legend Ranking 2195 in Asia-Pacific from APRIL of 2018
가라사대,4,Asia-Pacific,1,Earned from Legend Ranking 2099 in Americas from JUNE of 2018
밀크마스터,4,Asia-Pacific,4,Earned from Legend Ranking 265 in Asia-Pacific from JUNE of 2018
개굴이,4,Asia-Pacific,2,Earned from Legend Ranking 945 in Asia-Pacific from MAY of 2018
개굴이,4,Asia-Pacific,1,Earned from Legend Ranking 6846 in Asia-Pacific from JUNE of 2018
개굴이,4,Asia-Pacific,1,Earned from Legend Ranking 1930 in Asia-Pacific from APRIL of 2018
개수구,4,Asia-Pacific,4,Earned from Legend Ranking 400 in Asia-Pacific from JUNE of 2018
감자귤,4,Asia-Pacific,4,Earned from Legend Ranking 353 in Asia-Pacific from JUNE of 2018
무한,4,Asia-Pacific,2,Earned from Legend Ranking 967 in Asia-Pacific from JUNE of 2018
무한,4,Asia-Pacific,1,Earned from Legend Ranking 6242 in Asia-Pacific from APRIL of 2018
무한,4,Asia-Pacific,1,Earned from Legend Ranking 2845 in Asia-Pacific from MAY of 2018
리노흑마,4,Asia-Pacific,2,Earned from Legend Ranking 561 in Asia-Pacific from APRIL of 2018
리노흑마,4,Asia-Pacific,1,Earned from Legend Ranking 3846 in Asia-Pacific from JUNE of 2018
리노흑마,4,Asia-Pacific,1,Earned from Legend Ranking 1150 in Asia-Pacific from MAY of 2018
風度,4,Asia-Pacific,4,Earned from Legend Ranking 205 in Asia-Pacific from APRIL of 2018
루윈,4,Asia-Pacific,2,Earned from Legend Ranking 856 in Asia-Pacific from APRIL of 2018
루윈,4,Asia-Pacific,1,Earned from Legend Ranking 4789 in Asia-Pacific from MAY of 2018
루윈,4,Asia-Pacific,1,Earned from Legend Ranking 2309 in Asia-Pacific from JUNE of 2018
비닉,4,Asia-Pacific,2,Earned from Legend Ranking 933 in Asia-Pacific from JUNE of 2018
비닉,4,Asia-Pacific,1,Earned from Legend Ranking 7444 in Americas from APRIL of 2018
비닉,4,Asia-Pacific,1,Earned from Legend Ranking 1877 in Americas from MAY of 2018
비공개,4,Asia-Pacific,4,Earned from Legend Ranking 372 in Asia-Pacific from JUNE of 2018
蹦蹦騎士,4,Asia-Pacific,2,Earned from Legend Ranking 967 in Asia-Pacific from MAY of 2018
蹦蹦騎士,4,Asia-Pacific,2,Earned from Legend Ranking 608 in Asia-Pacific from JUNE of 2018
꽃보다락스타,4,Asia-Pacific,4,Earned from Legend Ranking 488 in Asia-Pacific from JUNE of 2018
김닥물,4,Asia-Pacific,2,Earned from Legend Ranking 651 in Asia-Pacific from JUNE of 2018
김닥물,4,Asia-Pacific,1,Earned from Legend Ranking 5834 in Asia-Pacific from MAY of 2018
김닥물,4,Asia-Pacific,1,Earned from Legend Ranking 4799 in Asia-Pacific from APRIL of 2018
김성찬,4,Asia-Pacific,4,Earned from Legend Ranking 298 in Asia-Pacific from MAY of 2018
김송곳,4,Asia-Pacific,1,Earned from Legend Ranking 7545 in Asia-Pacific from MAY of 2018
김송곳,4,Asia-Pacific,2,Earned from Legend Ranking 710 in Asia-Pacific from JUNE of 2018
김송곳,4,Asia-Pacific,1,Earned from Legend Ranking 3637 in Asia-Pacific from APRIL of 2018
고추잠지리,4,Asia-Pacific,1,Earned from Legend Ranking 8448 in Asia-Pacific from APRIL of 2018
고추잠지리,4,Asia-Pacific,2,Earned from Legend Ranking 600 in Asia-Pacific from JUNE of 2018
고추잠지리,4,Asia-Pacific,1,Earned from Legend Ranking 11579 in Asia-Pacific from MAY of 2018
보담담엉덩노예,4,Asia-Pacific,2,Earned from Legend Ranking 805 in Asia-Pacific from JUNE of 2018
보담담엉덩노예,4,Asia-Pacific,1,Earned from Legend Ranking 3851 in Americas from APRIL of 2018
보담담엉덩노예,4,Asia-Pacific,1,Earned from Legend Ranking 1796 in Americas from MAY of 2018
보통케이,4,Asia-Pacific,1,Earned from Legend Ranking 8946 in Asia-Pacific from APRIL of 2018
보통케이,4,Asia-Pacific,2,Earned from Legend Ranking 663 in Asia-Pacific from JUNE of 2018
보통케이,4,Asia-Pacific,1,Earned from Legend Ranking 2188 in Asia-Pacific from MAY of 2018
鳳梨冰茶,4,Asia-Pacific,2,Earned from Legend Ranking 771 in Asia-Pacific from MAY of 2018
鳳梨冰茶,4,Asia-Pacific,1,Earned from Legend Ranking 3709 in Asia-Pacific from JUNE of 2018
공부하지마,4,Asia-Pacific,1,Earned from Legend Ranking 7269 in Asia-Pacific from APRIL of 2018
공부하지마,4,Asia-Pacific,2,Earned from Legend Ranking 582 in Asia-Pacific from MAY of 2018
공부하지마,4,Asia-Pacific,1,Earned from Legend Ranking 2806 in Asia-Pacific from JUNE of 2018
공기먹고체함,4,Asia-Pacific,4,Earned from Legend Ranking 216 in Asia-Pacific from JUNE of 2018
명지대훈남,4,Asia-Pacific,2,Earned from Legend Ranking 875 in Asia-Pacific from JUNE of 2018
명지대훈남,4,Asia-Pacific,1,Earned from Legend Ranking 1922 in Asia-Pacific from MAY of 2018
명지대훈남,4,Asia-Pacific,1,Earned from Legend Ranking 1054 in Asia-Pacific from APRIL of 2018
모모,4,Asia-Pacific,2,Earned from Legend Ranking 850 in Asia-Pacific from MAY of 2018
모모,4,Asia-Pacific,1,Earned from Legend Ranking 5709 in Asia-Pacific from JUNE of 2018
모모,4,Asia-Pacific,1,Earned from Legend Ranking 2824 in Asia-Pacific from APRIL of 2018
모래킹,4,Asia-Pacific,2,Earned from Legend Ranking 722 in Asia-Pacific from MAY of 2018
모래킹,4,Asia-Pacific,1,Earned from Legend Ranking 2938 in Asia-Pacific from APRIL of 2018
모래킹,4,Asia-Pacific,1,Earned from Legend Ranking 2616 in Asia-Pacific from JUNE of 2018
EchoRoup,4,Asia-Pacific,2,Earned from Legend Ranking 928 in Asia-Pacific from MAY of 2018
EchoRoup,4,Asia-Pacific,1,Earned from Legend Ranking 1317 in Asia-Pacific from JUNE of 2018
EchoRoup,4,Asia-Pacific,1,Earned from Legend Ranking 10708 in Asia-Pacific from APRIL of 2018
eckler,4,Europe,2,Earned from Legend Ranking 923 in Europe from MAY of 2018
eckler,4,Europe,1,Earned from Legend Ranking 11544 in Europe from APRIL of 2018
eckler,4,Europe,1,Earned from Legend Ranking 1056 in Europe from JUNE of 2018
EclipseJL,4,Americas,2,Earned from Legend Ranking 989 in Americas from APRIL of 2018
EclipseJL,4,Americas,1,Earned from Legend Ranking 2901 in Americas from MAY of 2018
EclipseJL,4,Americas,1,Earned from Legend Ranking 1798 in Americas from JUNE of 2018
edanco,4,Americas,2,Earned from Legend Ranking 795 in Americas from MAY of 2018
edanco,4,Americas,1,Earned from Legend Ranking 3013 in Americas from APRIL of 2018
edanco,4,Americas,1,Earned from Legend Ranking 2569 in Americas from JUNE of 2018
eeyan,4,Asia-Pacific,1,Earned from Legend Ranking 8399 in Asia-Pacific from JUNE of 2018
eeyan,4,Asia-Pacific,2,Earned from Legend Ranking 786 in Asia-Pacific from MAY of 2018
eeyan,4,Asia-Pacific,1,Earned from Legend Ranking 3374 in Asia-Pacific from APRIL of 2018
effole,4,Asia-Pacific,2,Earned from Legend Ranking 749 in Asia-Pacific from MAY of 2018
effole,4,Asia-Pacific,1,Earned from Legend Ranking 2138 in Asia-Pacific from JUNE of 2018
effole,4,Asia-Pacific,1,Earned from Legend Ranking 1653 in Asia-Pacific from APRIL of 2018
eFkei,4,Europe,2,Earned from Legend Ranking 906 in Europe from MAY of 2018
eFkei,4,Europe,1,Earned from Legend Ranking 2408 in Europe from APRIL of 2018
eFkei,4,Europe,1,Earned from Legend Ranking 1544 in Europe from JUNE of 2018
Egnellahc,4,Americas,4,Earned from Legend Ranking 202 in Americas from JUNE of 2018
ego1415,4,Asia-Pacific,2,Earned from Legend Ranking 972 in Asia-Pacific from APRIL of 2018
ego1415,4,Asia-Pacific,1,Earned from Legend Ranking 7402 in Asia-Pacific from MAY of 2018
ego1415,4,Asia-Pacific,1,Earned from Legend Ranking 4717 in Asia-Pacific from JUNE of 2018
EGOIST,4,Americas,2,Earned from Legend Ranking 633 in Americas from MAY of 2018
EGOIST,4,Americas,1,Earned from Legend Ranking 5279 in Americas from JUNE of 2018
EGOIST,4,Americas,1,Earned from Legend Ranking 12476 in Americas from APRIL of 2018
EgyVadRetek,4,Europe,1,Earned from Legend Ranking 9420 in Europe from APRIL of 2018
EgyVadRetek,4,Europe,2,Earned from Legend Ranking 799 in Europe from JUNE of 2018
EgyVadRetek,4,Europe,1,Earned from Legend Ranking 1286 in Europe from MAY of 2018
Eljen,4,Europe,2,Earned from Legend Ranking 729 in Europe from APRIL of 2018
Eljen,4,Europe,1,Earned from Legend Ranking 3739 in Europe from JUNE of 2018
Eljen,4,Europe,1,Earned from Legend Ranking 12639 in Europe from MAY of 2018
Ellie,4,Europe,2,Earned from Legend Ranking 829 in Europe from APRIL of 2018
Ellie,4,Europe,1,Earned from Legend Ranking 6954 in Europe from JUNE of 2018
Ellie,4,Europe,1,Earned from Legend Ranking 6010 in Europe from MAY of 2018
Elmo,4,Asia-Pacific,1,Earned from Legend Ranking 8758 in Asia-Pacific from MAY of 2018
Elmo,4,Asia-Pacific,1,Earned from Legend Ranking 8725 in Asia-Pacific from JUNE of 2018
Elmo,4,Asia-Pacific,2,Earned from Legend Ranking 716 in Asia-Pacific from APRIL of 2018
ELPrymar,4,Europe,2,Earned from Legend Ranking 922 in Europe from APRIL of 2018
ELPrymar,4,Europe,1,Earned from Legend Ranking 3022 in Europe from JUNE of 2018
ELPrymar,4,Europe,1,Earned from Legend Ranking 1944 in Europe from MAY of 2018
Elsa,4,Asia-Pacific,2,Earned from Legend Ranking 909 in Americas from MAY of 2018
Elsa,4,Asia-Pacific,1,Earned from Legend Ranking 2764 in Americas from APRIL of 2018
Elsa,4,Asia-Pacific,1,Earned from Legend Ranking 1806 in Americas from JUNE of 2018
eLSeR17,4,Europe,4,Earned from Legend Ranking 415 in Europe from JUNE of 2018
EndlessRain,4,Asia-Pacific,2,Earned from Legend Ranking 911 in Asia-Pacific from MAY of 2018
EndlessRain,4,Asia-Pacific,1,Earned from Legend Ranking 1925 in Asia-Pacific from JUNE of 2018
EndlessRain,4,Asia-Pacific,1,Earned from Legend Ranking 11818 in Asia-Pacific from APRIL of 2018
ENSO,4,Asia-Pacific,2,Earned from Legend Ranking 818 in Asia-Pacific from JUNE of 2018
ENSO,4,Asia-Pacific,1,Earned from Legend Ranking 6236 in Asia-Pacific from APRIL of 2018
ENSO,4,Asia-Pacific,1,Earned from Legend Ranking 10877 in Asia-Pacific from MAY of 2018
뺑덕이애인,4,Asia-Pacific,1,Earned from Legend Ranking 7590 in Asia-Pacific from MAY of 2018
뺑덕이애인,4,Asia-Pacific,2,Earned from Legend Ranking 616 in Asia-Pacific from APRIL of 2018
뺑덕이애인,4,Asia-Pacific,1,Earned from Legend Ranking 3537 in Asia-Pacific from JUNE of 2018
茶米,4,Asia-Pacific,2,Earned from Legend Ranking 837 in Asia-Pacific from JUNE of 2018
茶米,4,Asia-Pacific,1,Earned from Legend Ranking 5156 in Asia-Pacific from MAY of 2018
茶米,4,Asia-Pacific,1,Earned from Legend Ranking 3172 in Asia-Pacific from APRIL of 2018
茶葉2倍,4,Asia-Pacific,1,Earned from Legend Ranking 8124 in Asia-Pacific from JUNE of 2018
茶葉2倍,4,Asia-Pacific,2,Earned from Legend Ranking 631 in Asia-Pacific from MAY of 2018
茶葉2倍,4,Asia-Pacific,1,Earned from Legend Ranking 1269 in Asia-Pacific from APRIL of 2018
대리기사유희왕,4,Asia-Pacific,2,Earned from Legend Ranking 627 in Asia-Pacific from JUNE of 2018
대리기사유희왕,4,Asia-Pacific,1,Earned from Legend Ranking 5633 in Asia-Pacific from APRIL of 2018
대리기사유희왕,4,Asia-Pacific,1,Earned from Legend Ranking 2233 in Americas from MAY of 2018
霍格,4,Asia-Pacific,2,Earned from Legend Ranking 935 in Asia-Pacific from JUNE of 2018
霍格,4,Asia-Pacific,1,Earned from Legend Ranking 1473 in Asia-Pacific from MAY of 2018
霍格,4,Asia-Pacific,1,Earned from Legend Ranking 1132 in Asia-Pacific from APRIL of 2018
EpicTroll4,4,Asia-Pacific,2,Earned from Legend Ranking 512 in Americas from MAY of 2018
EpicTroll4,4,Asia-Pacific,1,Earned from Legend Ranking 1678 in Americas from JUNE of 2018
EpicTroll4,4,Asia-Pacific,1,Earned from Legend Ranking 1418 in Americas from APRIL of 2018
epikfejler,4,Europe,2,Earned from Legend Ranking 788 in Europe from JUNE of 2018
epikfejler,4,Europe,1,Earned from Legend Ranking 4802 in Europe from APRIL of 2018
epikfejler,4,Europe,1,Earned from Legend Ranking 13106 in Europe from MAY of 2018
Epiphone,4,Asia-Pacific,1,Earned from Legend Ranking 8255 in Asia-Pacific from MAY of 2018
Epiphone,4,Asia-Pacific,2,Earned from Legend Ranking 578 in Asia-Pacific from APRIL of 2018
Epiphone,4,Asia-Pacific,1,Earned from Legend Ranking 4174 in Asia-Pacific from JUNE of 2018
Erestor,4,Europe,2,Earned from Legend Ranking 630 in Europe from JUNE of 2018
Erestor,4,Europe,1,Earned from Legend Ranking 1660 in Europe from MAY of 2018
Erestor,4,Europe,1,Earned from Legend Ranking 1218 in Europe from APRIL of 2018
Eric1127,4,Asia-Pacific,4,Earned from Legend Ranking 302 in Asia-Pacific from MAY of 2018
ertert456,4,Asia-Pacific,4,Earned from placing 27 in HCT Taipei 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
花澤香菜,4,Asia-Pacific,2,Earned from Legend Ranking 878 in Asia-Pacific from MAY of 2018
花澤香菜,4,Asia-Pacific,1,Earned from Legend Ranking 2632 in Asia-Pacific from JUNE of 2018
花澤香菜,4,Asia-Pacific,1,Earned from Legend Ranking 2062 in Asia-Pacific from APRIL of 2018
Eselore,4,Americas,1,Earned from Legend Ranking 5610 in Americas from JUNE of 2018
